,text,author
1089,Check ups: covered under Obamacare. https://t.co/lXbjvJra3n #GetCovered https://t.co/0rTsMXDNfC,Obama
1090,97 percent of climate scientists agree: Climate change is real and man-made. #ActOnClimate https://t.co/UaCZus7uv6,Obama
1091,"""The government should not intrude on private decisions made between a woman and her doctor."" —President Obama #Roe43",Obama
1092,LIVE: President Obama is speaking at the U.S. Conference of Mayors. https://t.co/dCEpT6gc4K,Obama
1093,Be prepared for the cold. #GetCovered today: https://t.co/ObT9sKM0sn https://t.co/MRgSnD7lOp,Obama
1094,Get the peace of mind that comes with having health insurance—#GetCovered today: https://t.co/jsKJcmD7fm https://t.co/D4K9sj83xh,Obama
1095,"Fighting climate change: ✔
Creating jobs: ✔
The solar industry is booming. https://t.co/8GYjQkeaTU",Obama
1096,"""The American auto industry is all the way back."" —President Obama #MadeInAmerica https://t.co/QnksUHjMuu",Obama
1097,It's official: Last year was the hottest year on record—by a very wide margin. https://t.co/RbbvWHIeG6 #ActOnClimate,Obama
1098,LIVE: President Obama is speaking in Detroit about the progress of the American auto industry. https://t.co/zxyBfHlwEc,Obama
1099,Tune in at 3:25 p.m. ET to watch President Obama highlight the economic comeback of the auto industry: https://t.co/OJXlzUx8bN,Obama
1100,Shop around: https://t.co/4qWv5nK5RK #GetCovered https://t.co/2f9AwU6kVU,Obama
1101,Read how @OFA organizers are sharing their personal stories to help #StopGunViolence: https://t.co/0SQPvAfhjf,Obama
1102,American diplomacy has helped make the world safer and more secure through the #IranDeal. Read how: https://t.co/BfksIZpjJe,Obama
1103,"Because of American diplomacy, all of Iran's pathways to a nuclear weapon have been blocked. #IranDeal https://t.co/viKHWJecue",Obama
1104,"""It is our mission to fulfill his vision of a nation devoted to rejecting bigotry in all its forms."" —President Obama #MLKDay",Obama
1105,"Happy birthday, @FLOTUS. Thank you for all you do. https://t.co/ITj9tbXk68",Obama
1106,"""That’s when America works best—when everyone has opportunity; when everyone has some security."" —President Obama https://t.co/Yy9JeoCN2I",Obama
1107,"In the weekly address, President Obama speaks about taking steps to modernize our unemployment insurance system. https://t.co/fMYh94fg1w",Obama
1108,President Obama announced a pause on new coal leases on federal lands—a step forward in the fight to #ActOnClimate: https://t.co/boMQbHvImy,Obama
1109,"LIVE: President Obama is answering questions from @smartereveryday, @sWooZ1e, and @ingridnilsen. https://t.co/OOb1kkF5r7 #YouTubeAsksObama",Obama
1110,Tune in at 2:15 p.m. ET to watch President Obama do an interview with three popular YouTube creators: https://t.co/lkj0ZdiRBM,Obama
1111,America now has the lowest uninsured rate on record thanks to #Obamacare. Repealing it doesn't make sense. https://t.co/qBMYaHA1pk,Obama
1112,ICYMI: More than 11 million people have enrolled in health care plans through the marketplace so far. https://t.co/cWb4OaWwuD,Obama
1113,DEADLINE: Check out your options today for coverage that begins on February 1. https://t.co/NAoDBeHUgQ #GetCovered https://t.co/v9IBRrs3ur,Obama
1114,Check out what @VP Biden told a group of @OFA supporters yesterday: https://t.co/NjCc5vq34H,Obama
1115,Solar energy jobs have doubled in just five years. https://t.co/pBDPEYCuML #ActOnClimate,Obama
1116,"""That’s the country we love. Clear-eyed. Big-hearted. Undaunted by challenge."" —President Obama #SOTU https://t.co/RPQCGgX0oN",Obama
1117,LIVE: President Obama is holding a town hall in Louisiana on the progress Americans have made and the path forward. https://t.co/6A5NKzELJX,Obama
1118,"Tune in at 11:05 a.m. ET to watch President Obama participate in a town hall in Baton Rouge, Louisiana: https://t.co/4oJ9cvg1qy",Obama
1119,LIVE: President Obama is speaking in Omaha about moving our country forward. https://t.co/CnQqF3c0F9,Obama
1120,LIVE: @VP Biden is speaking with @OFA supporters on the work ahead in 2016. https://t.co/k5iTk6DCbZ,Obama
1121,RSVP for @OFA's call with @VP Biden at 3:15 p.m. ET today. You don't want to miss it: https://t.co/OHdbzd4MEh https://t.co/9iqaRMiZ92,Obama
1122,Missed President Obama's final #SOTU last night? Check out his full remarks. https://t.co/7KHp3EHK8D,Obama
1123,Fired up from the #SOTU? RSVP to hear @VP talk about the work ahead with @OFA supporters: https://t.co/EIe2g6hT0I https://t.co/jIGBqLTDHB,Obama
1124,Fired up and ready to go? Join the movement: https://t.co/stTSEUMkxN #SOTU,Obama
1125,"""I believe in change because I believe in you."" —President Obama #SOTU",Obama
1126,"""I can promise that a year from now, when I no longer hold this office, I’ll be right there with you as a citizen."" —President Obama #SOTU",Obama
1127,"""Our collective future depends on your willingness to uphold your obligations as a citizen."" —President Obama #SOTU",Obama
1128,"""Democracy breaks down when the average person feels their voice doesn’t matter."" —President Obama #SOTU",Obama
1129,"""Our public life withers when only the most extreme voices get all the attention."" —President Obama #SOTU",Obama
1130,"""Democracy grinds to a halt without a willingness to compromise."" —President Obama #SOTU",Obama
1131,"""Democracy does require basic bonds of trust between its citizens."" —President Obama #SOTU",Obama
1132,"""The future we want ... is within our reach. But it will only happen if we work together."" —President Obama #SOTU",Obama
1133,"""We need to reject any politics that targets people because of race or religion."" —President Obama #SOTU",Obama
1134,President Obama: The Trans-Pacific Partnership will protect workers and the environment. #LeadOnTrade #SOTU,Obama
1135,"""Our troops are the finest fighting force in the history of the world."" —President Obama #SOTU",Obama
1136,"""The United States of America is the most powerful nation on Earth. Period."" —President Obama #SOTU",Obama
1137,"""We’ve got to accelerate the transition away from old, dirtier energy sources."" —President Obama #SOTU",Obama
1138,"""Gas under two bucks a gallon ain’t bad, either."" —President Obama #SOTU",Obama
1139,"""On rooftops from Arizona to New York, solar is saving Americans tens of millions of dollars a year."" —President Obama #ActOnClimate #SOTU",Obama
1140,"""Seven years ago, we made the single biggest investment in clean energy in our history."" —President Obama #SOTU",Obama
1141,"""Why would we want to pass up the chance for American businesses to produce and sell the energy of the future?"" —President Obama #SOTU",Obama
1142,"""If anybody still wants to dispute the science around climate change, have at it. You’ll be pretty lonely."" —President Obama #SOTU",Obama
1143,Global action on climate change is happening—show your support today: https://t.co/UXy7xHlyA5 #ActOnClimate #SOTU,Obama
1144,We have the responsibility to lead on climate change. #ActOnClimate #SOTU https://t.co/VnoqXVDdFw,Obama
1145,"""America is every immigrant and entrepreneur, from Boston to Austin to Silicon Valley."" —President Obama #SOTU",Obama
1146,"""That spirit of discovery is in our DNA. America is Thomas Edison and the Wright Brothers and George Washington Carver."" —President Obama",Obama
1147,"""Workers and start-ups and small businesses need more of a voice, not less."" —President Obama #SOTU",Obama
1148,"""Food Stamp recipients didn’t cause the financial crisis; recklessness on Wall Street did."" —President Obama #SOTU",Obama
1149,"""I believe a thriving private sector is the lifeblood of our economy."" —President Obama #SOTU",Obama
1150,"""America is about giving everybody willing to work a chance."" —President Obama #SOTU",Obama
1151,"""Parties should work together to improve job security."" —President Obama #SOTU",Obama
1152,And counting. #SOTU https://t.co/kVX2JS964s,Obama
1153,"""Social Security and Medicare are more important than ever. We shouldn’t weaken them, we should strengthen them."" —President Obama #SOTU",Obama
1154,Share the facts. #SOTU https://t.co/aUpUmMys5j,Obama
1155,"""We have to make college affordable for every American."" —President Obama #CollegeOpportunity #SOTU",Obama
1156,"""We should recruit and support more great teachers for our kids."" —President Obama #SOTU",Obama
1157,"""Real opportunity requires every American to get the education and training they need to land a good-paying job."" —President Obama #SOTU",Obama
1158,Students should be able to get an education without taking on decades' worth of student loan debt. #SOTU https://t.co/taytxY39tM,Obama
1159,"""Everybody that works hard deserves a fair shot."" —President Obama #SOTU #RaiseTheWage",Obama
1160,"""For the past seven years, our goal has been a growing economy that also works better for everybody."" —President Obama #SOTU",Obama
1161,"""Our auto industry just had its best year ever."" —President Obama #SOTU",Obama
1162,"""More than 14 million new jobs; the strongest two years of job growth since the ‘90s; an unemployment rate cut in half."" —President Obama",Obama
1163,Middle-class economics works. #SOTU https://t.co/rit5WnqxH1,Obama
1164,"""A basic: the United States of America, right now, has the strongest, most durable economy in the world."" —President Obama #SOTU",Obama
1165,Change only happens when you organize. #SOTU https://t.co/uhkhAX8XSB,Obama
1166,"""We made change work for us, always extending America’s promise outward, to the next frontier, to more people."" —President Obama #SOTU",Obama
1167,"""I want to focus on our future."" —President Obama #SOTU",Obama
1168,"President Obama: I’ll keep pushing for progress on immigration, gun violence, equal pay, paid leave, raising the minimum wage. #SOTU",Obama
1169,"""Who knows, we might surprise the cynics again."" —President Obama #SOTU",Obama
1170,"""I hope we can work together this year on some bipartisan priorities like criminal justice reform."" —President Obama #SOTU",Obama
1171,LIVE: President Obama is delivering his final State of the Union address now. https://t.co/j6HHsQPFiV #SOTU,Obama
1172,Tune in for President Obama's final State of the Union at 9 p.m. ET tonight. https://t.co/xq5NS39Vbq #SOTU https://t.co/44W691pswA,Obama
1173,The stage is set—tune in tonight. https://t.co/g8EVviXytY #SOTU https://t.co/yIFbuvxVgl,Obama
1174,"""It’s the last time we’ll do this, but we’re not even close to done working."" —@VP Joe Biden on the #SOTU https://t.co/HXa8ssKp2m",Obama
1175,The last seven years have been packed with progress. See how far we've come: https://t.co/IS0ZOCq3pI,Obama
1176,One last time. #SOTU https://t.co/Fu9YeOQG9D,Obama
1177,Tonight—it's going to be a good time. Don't miss the State of the Union. https://t.co/yC2x4ODfBa #SOTU https://t.co/9FUNGoRp8Z,Obama
1178,"Get ready for President Obama's final #SOTU, and add your voice to the conversation: https://t.co/4Gn620lpP7 https://t.co/tNou5dUMo8",Obama
1179,President Obama's last State of the Union address—it's only a day away. https://t.co/Mav5KTivxG #SOTU https://t.co/To0pptxXwb,Obama
1180,January 12—don't miss it. https://t.co/LLcwp8pVP7 #SOTU https://t.co/0jKS1vVV4y,Obama
1181,Another milestone to celebrate for wind power—and plenty of room to grow. https://t.co/YP7rHbfcY7,Obama
1182,Tuesday: https://t.co/DYvFziQN3t #SOTU https://t.co/pZNbyXsBA7,Obama
1183,"""Today, the American auto industry is back."" —President Obama https://t.co/jk7Yn3ziMZ",Obama
1184,"In the weekly address, President Obama discusses the incredible progress made in the American auto industry: https://t.co/jHjeSCGcf4",Obama
1185,Get ready—this one is going to be good. https://t.co/nYzRd11fdn #SOTU https://t.co/8l51Ojr0PL,Obama
1186,Read President Obama's @NYTimes op-ed on how we all play a part in efforts to help #StopGunViolence in America: https://t.co/etwJWaBpvK,Obama
1187,ICYMI: Listen to what President Obama said to @OFA supporters on a call about steps forward to #StopGunViolence. https://t.co/uPnVrKhT1z,Obama
1188,This doesn't have to be the new normal—join the fight to help #StopGunViolence: https://t.co/y1PJ1LMUNO https://t.co/rvcljpGJOW,Obama
1189,Happening now: President Obama is speaking to @OFA supporters on how everyone can help #StopGunViolence. https://t.co/Z4xqKJ2QHv,Obama
1190,The December jobs report shows big gains in employment and higher wages for American workers. Read more: https://t.co/PtfVdBp6Gr,Obama
1191,"The economy added 292,000 jobs in December—a record-breaking 70 consecutive months of private-sector job growth.",Obama
1192,"If you agree with common-sense steps to help curb gun violence, add your name: https://t.co/5QwlB9yiBi #GunsInAmerica",Obama
1193,Don't miss President Obama's town hall event on how to #StopGunViolence in America—tune in at 8 p.m. ET on @CNN. https://t.co/IHqRfQQgkQ,Obama
1194,Almost time for President Obama's last #SOTU—join the conversation: https://t.co/41CyXERYGR https://t.co/Ha49hn81S8,Obama
1195,Watch what President Obama has to say about his final #SOTU. https://t.co/vPX1syTKuv,Obama
1196,Don't miss this: https://t.co/vc7OAB1bXm #SOTU https://t.co/yVckdjPstM,Obama
1197,Twelve more months of progress to go—say you'll tune in: https://t.co/H4l5Of1PLa https://t.co/8RyGiLE2Po,Obama
1198,Read how President Obama's common-sense actions could help #StopGunViolence in America: https://t.co/lUlXKUPKvP,Obama
1199,Congress can—and should—take action to help #StopGunViolence. Add your name if you agree: https://t.co/FM0LDirQGV,Obama
1200,"""The constant excuses for inaction no longer do."" —President Obama #StopGunViolence https://t.co/JfNhMyE0r4",Obama
1201,President Obama's common-sense actions will help #StopGunViolence. Now Congress needs to step up. https://t.co/DPkaaIp4p7,Obama
1202,Add your name if you think it's time for Congress to stand up to the gun lobby and help #StopGunViolence. https://t.co/Zyaa4b6QNk,Obama
1203,LIVE: President Obama is talking about how to make our communities safer by reducing gun violence in America. https://t.co/GGThaBxkO3,Obama
1204,Tune in at 11:40 a.m. ET to watch President Obama announce steps to help #StopGunViolence: https://t.co/AFhiFlpe74,Obama
1205,This is it—President Obama's final #SOTU. Say you'll be watching: https://t.co/W8niWpEVnX https://t.co/NmLWydsePO,Obama
1206,Start the new year off the right way and #GetCovered now: https://t.co/RmWOZyd6UQ https://t.co/d6O8TLuspK,Obama
1207,"""We know that we can’t stop every act of violence. But what if we tried to stop even one?"" —President Obama https://t.co/tdBzeGr8kC",Obama
1208,"Hello, 2016. https://t.co/Qvt6vOY1B3",Obama
1209,Ring in the new year with the one you love. https://t.co/lWjSZtN9N7,Obama
1210,FINAL CALL: Help make 2016 a year full of progress. Chip in today. https://t.co/xJKOZ4qAD7 https://t.co/tGQEwhpU1B,Obama
1211,You don't want to miss this. Say you'll tune in for President Obama's final #SOTU: https://t.co/0nLa9bR8wb https://t.co/JkidFquqS7,Obama
1212,LAST CALL: You could be going on a seven-day cruise to Alaska—but only if you enter today. https://t.co/L1a5XkmNoq https://t.co/OLUPeoJpLH,Obama
1213,Thinking of ways you can help out over the next year? Look no further: https://t.co/BhXZzzrqqt https://t.co/dYSv2HwKjW,Obama
1214,DEADLINE: Chip in to help fund the fight for more progress in 2016. https://t.co/ezVFTh8LJ2,Obama
1215,You and a friend could be heading north. Enter now to win a cruise to Alaska: https://t.co/R3Zhuc2Jt4 https://t.co/P8NjsWwpAg,Obama
1216,TONIGHT: Come in with the clutch contribution before the deadline. https://t.co/kmfpf4CbDf https://t.co/fdDYhGu9ng,Obama
1217,Global climate action became a reality this year—keep the progress going in 2016: https://t.co/LoFVusJz5p https://t.co/0Xqt4gJM3G,Obama
1218,Chip in to help gear up for the big fights in 2016: https://t.co/Xkhkfx6GtO https://t.co/8b4O2wTDyX,Obama
1219,Here's your chance to get lost in the beauty of the Last Frontier state: https://t.co/FMSKYxg5T9 https://t.co/luIDL2OmOw,Obama
1220,Get ready—the deadline to pitch in before the new year is right around the corner. https://t.co/hbXvpbu6RY https://t.co/c9MakiUyrW,Obama
1221,"In 31 states, people can still be fired because of who they love. Help change that in 2016: https://t.co/19OA1ZV27Y https://t.co/FPJE5lqg3R",Obama
1222,"Seven down, one more to go. Make sure you tune in for President Obama's last #SOTU: https://t.co/HFgZR9WXRC https://t.co/xqSZBhULy2",Obama
1223,Have you entered yet? You and a friend could win a trip to Alaska: https://t.co/t6XiS36KEa https://t.co/WOixbqA6Tb,Obama
1224,Check out five big victories that made 2015 a great year for progress: https://t.co/QUoecEpNfJ,Obama
1225,Suit up—it's President Obama's final State of the Union. Say you'll tune in: https://t.co/AGwK7ExsUV https://t.co/RFwI8GwxIh,Obama
1226,You can still join the team fighting for progress. Get your contribution in under the wire: https://t.co/j5kL0bIr35 https://t.co/Mu59GJBSR3,Obama
1227,Seeking adventure? Find it in Alaska. Enter @OFA's contest today: https://t.co/paNyXiClKM https://t.co/3icA3r8MuU,Obama
1228,Don't miss your chance for the adventure of a lifetime. Enter now—and you and a friend could be headed to Alaska: https://t.co/ForMWvOuoI,Obama
1229,This year was full of progress. But there's more work to do in 2016—and you can help: https://t.co/qHuDVCmPRN https://t.co/RO9olkGSaM,Obama
1230,"""Merry Christmas, everybody!"" —President Obama https://t.co/FOvgcxMqqw",Obama
1231,"Merry Christmas, and happy holidays to you and yours—big or small. https://t.co/knZUoQidcl",Obama
1232,Beautiful mountain tops. Huge glaciers. And polar bears—see them all in Alaska. https://t.co/P93uQBWHpX https://t.co/IIM1Q3afJz,Obama
1233,Here's one way to help make 2016 a year of action: https://t.co/PkXcIqKUda,Obama
1234,Time to check this one off your bucket list: https://t.co/iK5f3Pz5Ft https://t.co/dYQZP3A8mh,Obama
1235,2015 has been a great year for progress—but there's still more work to do. https://t.co/LZSPcWTKp7,Obama
1236,Get your donation in before the door closes: https://t.co/fn8SiCN9Zt https://t.co/ILLWOpx8wD,Obama
1237,Here's your chance to take in this view for yourself: https://t.co/oxRodplqb8 https://t.co/eGwVQm8QE2,Obama
1238,Find out how @OFA organizers are gearing up to #ActOnClimate in their communities—and how you can support this work: https://t.co/OIa4ryAdw0,Obama
1239,This grassroots movement is going full speed ahead into 2016. Help keep up the momentum: https://t.co/Dksw33xnqL https://t.co/g4At2FXK60,Obama
1240,Get your binoculars ready. Enter for your chance at an #OFAdventure: https://t.co/freDgWL8DP https://t.co/YHJcpD9OIW,Obama
1241,2015 will likely be the hottest year ever recorded. https://t.co/3riSWz8Aag #ActOnClimate,Obama
1242,"Become an @OFA Champion, and cheer on the movement fighting for lasting change: https://t.co/0VygE9fMMU https://t.co/fx5sXF7rGe",Obama
1243,"Enter now, and you and a friend could win a seven-day cruise to Alaska: https://t.co/1Au7WnJhHx https://t.co/iHo8V1XL9n",Obama
1244,"""The number one reason I’m optimistic going into 2016: It's you—the American people."" —President Obama https://t.co/Z05ikvakH8",Obama
1245,"In the weekly address, President Obama gives a roundup of the top ten things that happened in 2015. Watch: https://t.co/8CBy0inbgq",Obama
1246,"Stand on the deck. Take in the beauty. Repeat. 
Enter to win a seven-day cruise to Alaska: https://t.co/XrcXjKGjj7 https://t.co/LzXb1f2Opu",Obama
1247,LIVE: President Obama is speaking in the Brady Press Briefing Room. https://t.co/n0tqEETSmp,Obama
1248,Tune in at 1:50 p.m. ET to watch as President Obama holds a news conference. https://t.co/d5vzL2IDQk,Obama
1249,Lend a hand—chip in to show your support for this grassroots movement. https://t.co/YaGm6yDvaY https://t.co/DmR1NUHnbr,Obama
1250,"Bucket list:
Go on a cruise ✔
Travel to Alaska ✔
Whale watching in the Arctic ✔

Enter: https://t.co/Rqc2LYGUfV https://t.co/8adUMLh7RZ",Obama
1251,This grassroots movement is aiming high for 2016. You can help by pitching in: https://t.co/5MGYREoabS https://t.co/FcRRnjrjPk,Obama
1252,What are you waiting for? Here's your chance for an Alaskan adventure: https://t.co/zbkKz2l4Bf https://t.co/kVXeqoIziJ,Obama
1253,LIVE: President Obama is speaking at the National Counterterrorism Center. https://t.co/FQSLkowX7v,Obama
1254,Tune in at 12:15 a.m. ET to watch President Obama deliver a statement. https://t.co/mRABhdfE0v,Obama
1255,Good news: You have two extra days to #GetCovered for the new year. https://t.co/ArZWSWTUK3 https://t.co/PqxS4UBIqD,Obama
1256,This is your chance for an adventure. Don't miss it: https://t.co/XLvczm9ftp https://t.co/Kk8IWZNVR6,Obama
1257,"The #ParisAgreement gives us the chance to secure a healthier, more prosperous future for the next generation. https://t.co/ljMW9zDTC5",Obama
1258,"After years of effort by the U.S., nearly every country in the world came together to stand #UnitedOnClimate. https://t.co/3CtLUPak0x",Obama
1259,Want to take in this view? Enter now for your chance: https://t.co/1jmsqPYZor https://t.co/GDxb2mhmWl,Obama
1260,"DEADLINE: If you want coverage to start off 2016, make sure to check out your options today. https://t.co/Ub9G9J4qf4 https://t.co/WfP5gLSbeY",Obama
1261,"Thanks to American leadership, countries around the world are standing #UnitedOnClimate. https://t.co/NDKceX0BMv",Obama
1262,"""I believe this moment can be a turning point for the world."" —President Obama on the #ParisAgreement https://t.co/BMZSntlNfh",Obama
1263,A trip to Alaska could be great motivation to join the fight to #ActOnClimate. Enter now: https://t.co/O0BEOKfAau https://t.co/lU4veG3htt,Obama
1264,LIVE: President Obama is speaking at a naturalization ceremony at the National Archives. https://t.co/ax9hErqXZi,Obama
1265,"""America, this will change—but only when we stand up, together, and demand it."" —President Obama https://t.co/hTcIIsK5Ai #SandyHook",Obama
1266,LIVE: President Obama is delivering a statement at the Pentagon. https://t.co/235zTWnyz0,Obama
1267,Tune in at 12:25 p.m. ET to watch President Obama speak at the Pentagon: https://t.co/lfwJ3IXZE3,Obama
1268,Say you stand with countries around the world who are #UnitedOnClimate—add your name: https://t.co/f12TuSPSjW #ParisAgreement,Obama
1269,This is huge: Almost every country in the world just signed on to the #ParisAgreement on climate change—thanks to American leadership.,Obama
1270,"Congress still hasn't passed a budget, and time's running out. Read why @OFA supporters are saying #EnoughAlready: https://t.co/HMZt4b91wp",Obama
1271,8 out of 10 uninsured Americans may qualify for financial help. See if you're one of them: https://t.co/RoQyvfMQmi #GetCovered,Obama
1272,Start the new year off right: https://t.co/YAADJtYeMp #GetCovered https://t.co/bkJVqA7Qu1,Obama
1273,Climate action at the local level is key in pushing the conversation forward. Read the latest from Wisconsin: https://t.co/Cf9ZD7cJ0p,Obama
1274,Enroll by December 15th and you'll ring in the new year with the security of health insurance: https://t.co/w0UahTIN4O #GetCovered,Obama
1275,WATCH: President Obama tells a room full of organizers to continue the fight on climate change. https://t.co/ri3kiWVDLT #ActOnClimate,Obama
1276,Nations from around the world are coming together to #ActOnClimate. Join millions calling for real progress: https://t.co/EQCMO20xAh,Obama
1277,LIVE: President Obama is speaking about education and signing the Every Student Succeeds Act. https://t.co/DwcKVaLlql #ESSA,Obama
1278,"With American leadership, more than 180 nations have committed to tackling climate change. #UnitedOnClimate https://t.co/iq1SyJhVsX",Obama
1279,The world is #UnitedOnClimate. It's time to act. https://t.co/jvCIgpcDLi,Obama
1280,LIVE: President Obama is delivering remarks at an event marking the 150th anniversary of the 13th Amendment. https://t.co/l13zAa8wtc,Obama
1281,Tune in at 11:50 a.m. ET to watch President Obama commemorate the 150th anniversary of the 13th Amendment: https://t.co/c1k3kopsr3,Obama
1282,Show your support for common-sense gun safety laws like closing the No-Fly List loophole: https://t.co/UsjEkfZQhb #DoSomething,Obama
1283,Closing the No-Fly List loophole is a no-brainer. #DoSomething https://t.co/UzbNQbUnor,Obama
1284,Hundreds of nations are coming together to stand #UnitedOnClimate—and you can join the conversation: https://t.co/98glwuXieP,Obama
1285,The world is #UnitedOnClimate—it's time for climate change deniers in Congress to get on board. https://t.co/fayuoBVCmP,Obama
1286,The world is standing #UnitedOnClimate. It's time to act. https://t.co/TRQStCSunY,Obama
1287,Congress needs to close the No-Fly List loophole—add your name if you agree: https://t.co/FiKawWdQhQ #DoSomething,Obama
1288,Congress can #DoSomething about this. https://t.co/0dhwrGu7wf,Obama
1289,LIVE: President Obama is addressing the nation on the threat of terrorism and keeping the American people safe. https://t.co/6RzqPFT6or,Obama
1290,Tune in at 8 p.m. ET to watch President Obama address the nation on keeping the American people safe: https://t.co/eYAoPgkacI,Obama
1291,"""Here in America it’s way too easy for dangerous people to get their hands on a gun."" —President Obama https://t.co/HlgAJbKSNt",Obama
1292,WATCH: President Obama offers his condolences to the San Bernardino community and calls for common-sense gun laws. https://t.co/z5WRw1ciyf,Obama
1293,Obamacare is helping millions. Repealing it would be devastating to families across the country. https://t.co/ShHxBdEdZq,Obama
1294,"Provisions in #Obamacare have helped save billions of dollars and more than 80,000 lives. Read more: https://t.co/qP0MHE41fo",Obama
1295,"Employers have added an average of 213,000 jobs a month over the past six months. We have to keep up this progress. https://t.co/LHtWBnS0aw",Obama
1296,"The economy added 211,000 jobs in November—a record-breaking 69 consecutive months of private-sector job growth.",Obama
1297,Countries all over the world are standing #UnitedOnClimate—join the conversation to be part of this historic moment: https://t.co/mhF9PsXw28,Obama
1298,This is a huge step forward. #UnitedOnClimate https://t.co/E8jvEr1PXH,Obama
1299,"Sixty years later, we remember the heroism of Rosa Parks and recommit to the fight for justice and equality. https://t.co/NOHa4cv8DL",Obama
1300,Climate change deniers are trying to undermine America's commitment to #ActOnClimate. Read more: https://t.co/uzZgDXrny1,Obama
1301,Be a part of this historic moment in the fight against climate change—join the #UnitedOnClimate conversation: https://t.co/47SrSAKaqp #COP21,Obama
1302,Stand up for global action on climate change—add your name: https://t.co/MuaIyh1rkj #ActOnClimate https://t.co/OOG1VviHCw,Obama
1303,The global talks on climate change have begun. Join the conversation: https://t.co/HSeUsM9avN #UnitedOnClimate,Obama
1304,Watch President Obama discuss how to build a framework for progress on the global effort to tackle climate change. https://t.co/9zQWCyqYzA,Obama
1305,Read why the international climate talks in Paris are so important: https://t.co/FlasnjEIdK #COP21,Obama
1306,Enrolling is easy. Check out your options and #GetCovered today: https://t.co/RjOJ3Sd7KH,Obama
1307,Show your support for American leadership in the international effort to #ActOnClimate: https://t.co/mhuMkdtvMZ,Obama
1308,The Clean Power Plan is one of the biggest step America's ever taken to tackle climate change. https://t.co/UOvVIhJ7pp,Obama
1309,"Post Thanksgiving to-do list:

Sleep: ✓
Dishes. So many dishes: ✓
#GetCovered: https://t.co/VnZnTvGRJv",Obama
1310,Be thankful today—and don't forget to give back. #HappyThanksgiving https://t.co/0rXUAY3aP1,Obama
1311,"""No matter our circumstances, all of us have something to be grateful for."" —President Obama https://t.co/sCowTWI2Lu #HappyThanksgiving",Obama
1312,LIVE: President Obama is celebrating the 68th anniversary of the National Thanksgiving Turkey presentation. https://t.co/SwdlqcbFaq,Obama
1313,Read from @GinaEPA on how the United States is leading the international effort to #ActOnClimate: https://t.co/1H3ZafxtPo,Obama
1314,"Read how @OFA volunteers in Tennessee are making sure that everyone has access to quality, affordable health care: https://t.co/Sc7zDxRI9Y",Obama
1315,"Before you start cooking this week, make sure you're covered: https://t.co/2Rl8967kZX #GetCovered",Obama
1316,No more excuses. It's time to #ActOnClimate: https://t.co/XzQX5J0jpA https://t.co/9mtCVvNiLx,Obama
1317,Say you're ready for strong global efforts to #ActOnClimate—don't let climate change deniers prevent progress: https://t.co/jiAVOprWZQ,Obama
1318,Get a close look inside the first-ever @OFA Organizing Director Summit: https://t.co/egN28SJ0SP,Obama
1319,One year ago the President took common-sense #ImmigrationAction—but a long-term fix still hasn't come from Congress. https://t.co/gimZAaLhdw,Obama
1320,Happy birthday @VP. Here's to a great year. https://t.co/wTNdi5EPr3,Obama
1321,Getting help is easy. Check out your options and #GetCovered today: https://t.co/GdJw8C26Yn https://t.co/OAh3bawk7w,Obama
1322,Record-breaking temperatures in October keeps 2015 on track to be the hottest year ever: https://t.co/CplyuXjhDU,Obama
1323,Don't let climate change deniers stand in the way of global progress on climate action: https://t.co/C23ubl5JhK #ActOnClimate,Obama
1324,It's crucial to #ActOnClimate—and this is just one way the Clean Power Plan is a step forward. https://t.co/ocxLx79spL,Obama
1325,"""Progress isn’t guaranteed. It’s not inevitable. It’s something that has to be fought for."" —President Obama https://t.co/GhtHOQNU5u",Obama
1326,The international community is committed to #ActOnClimate—show your support for global action: https://t.co/yQZV3HB089,Obama
1327,Progress on tackling climate change is happening—and we can't go back. #ActOnClimate https://t.co/w2MLu1V6Xc,Obama
1328,The health care marketplace is open—for a limited time. Now's your chance to #GetCovered. https://t.co/Zubt5iIRTh https://t.co/qA7KHMR140,Obama
1329,Say you're ready for big progress in the global effort to #ActOnClimate—add your name: https://t.co/bPePodECOq,Obama
1330,Hundreds of hardworking @OFA organizers came together at the #OFAFallSummit to drive their work forward—take a look: https://t.co/652zNmfJWy,Obama
1331,Don't let climate change deniers derail progress in the global effort to #ActOnClimate: https://t.co/mPmFhSUoSL https://t.co/AG1XQ3AyFR,Obama
1332,"In two weeks, nations across the globe are gathering to #ActOnClimate—this is a big deal. https://t.co/HL6q3Aj507",Obama
1333,The U.S. has already tripled wind and solar energy since 2008. The Clean Power Plan will continue that progress. https://t.co/nRx3sbbKny,Obama
1334,The Clean Power Plan is a vital step to #ActOnClimate and improve public health. https://t.co/kJhg6FnU0M,Obama
1335,Get the facts on important issues like climate change—join the OFA Truth Team: https://t.co/ounOuTRFqA,Obama
1336,You might be able to get an even better health care plan. Shop around today: https://t.co/UrTpGIT1JG #GetCovered https://t.co/0xlc4VccVF,Obama
1337,The security of affordable health care might make you dance: https://t.co/NfKd2cDWXk #GetCovered https://t.co/CCKa5DiSPH,Obama
1338,Man-made climate change is having a big effect on global temperatures. Read more: https://t.co/ps452iI0tN #ActOnClimate,Obama
1339,The fight for common-sense #ImmigrationAction isn't over. Read more: https://t.co/L8PbZAgdlL,Obama
